Actions,Capital,ETH-USD
1,4408833.27001668,235.898223876953
1,4453461.16829155,265.052703857422
1,4722104.97979588,268.023284912109
1,4398894.90473534,284.561309814453
1,4318728.69601536,264.904052734375
1,4426007.86192705,259.890563964844
1,4684410.22071576,266.508819580078
-1,4315268.10881587,282.036285400391
1,4315009.19272934,259.819854736328
1,4340393.79675987,257.89111328125
-1,4320964.83979157,265.551574707031
0,4320964.83979157,262.278411865234
-1,4320964.83979157,273.705078125
-1,4320964.83979157,265.283386230469
-1,4320964.83979157,247.740203857422
-1,4320964.83979157,225.687042236328
-1,4320964.83979157,226.987609863281
-1,4320964.83979157,226.833450317383
1,4320705.58190119,219.752685546875
-1,4366469.37219581,218.711624145508
1,4366207.38403348,230.523971557617
-1,4366356.51427701,224.565338134766
1,4366094.53288615,224.641891479492
-1,4420382.87759679,229.168426513672
-1,4420382.87759679,243.750198364258
-1,4420382.87759679,237.780685424805
-1,4420382.87759679,201.318496704102
-1,4420382.87759679,202.863952636719
-1,4420382.87759679,200.768035888672
1,4420117.65462414,194.738922119141
-1,4584177.15079823,112.689994812012
0,4584177.15079823,133.582473754883
0,4584177.15079823,123.246063232422
1,4583902.10016918,124.996116638184
-1,4611553.87099873,110.406784057617
-1,4611553.87099873,113.857643127441
-1,4611553.87099873,114.839828491211
1,4611277.17776648,136.649276733398
-1,4611843.60085465,133.101760864258
1,4611566.8902386,132.851135253906
-1,4698230.5725343,123.365982055664
-1,4698230.5725343,135.194137573242
-1,4698230.5725343,138.914962768555
1,4697948.67869995,136.190673828125
-1,4667915.87711058,138.369934082031
0,4667915.87711058,134.032745361328
0,4667915.87711058,131.015335083008
-1,4667915.87711058,125.577896118164
0,4667915.87711058,132.820922851563
0,4667915.87711058,133.612319946289
1,4667635.80215795,135.732177734375
-1,4668044.29676952,142.110458374023
1,4667764.21411171,142.215179443359
-1,4657013.4403837,145.261016845703
0,4657013.4403837,143.608215332031
1,4656734.01957727,169.147445678711
-1,4699256.10207614,165.240325927734
-1,4699256.10207614,172.761260986328
-1,4699256.10207614,170.82926940918
0,4699256.10207614,158.538986206055
-1,4699256.10207614,158.232391357422
1,4698974.14671002,160.720672607422
1,4706665.52503976,156.35595703125
1,4660021.82240099,157.565643310547
0,4938261.96928063,153.200424194336
1,4929729.27300787,172.279418945313
1,5197043.90590596,171.618072509766
-1,5093361.93896466,186.86198425293
-1,5093361.93896466,181.480224609375
0,5093361.93896466,172.017715454102
1,5093056.33724832,172.670394897461
1,5106359.02308839,182.620178222656
1,5148162.42791118,185.222106933594
1,5232288.22104053,189.207397460938
1,5261162.83885533,195.413589477539
1,5259372.92348937,197.475723266602
1,5282983.63977493,197.273513793945
1,5677027.27882123,198.465194702148
1,5468796.07057862,216.909133911133
1,5621276.44489564,207.901733398438
-1,5647481.73277922,214.230087280273
1,5647142.88387525,215.352066040039
1,5632101.70523846,210.890853881836
1,5618319.18729192,208.013000488281
1,5582294.37129007,206.481353759766
1,5714062.81406551,203.912857055664
-1,5726841.62666737,212.1982421875
1,5726498.01616977,213.142166137695
-1,5602035.82835795,211.552200317383
1,5601699.70620825,188.632186889648
1,5621912.76484174,185.877334594727
1,5727994.37824646,189.374099731445
1,5781743.25640309,198.891510009766
1,5655720.02275489,202.95539855957
1,5754311.42555111,195.613388061523
1,5892647.2411225,200.608871459961
1,6060337.7145609,207.179779052734
1,6034647.48362208,214.604934692383
1,5951584.22454264,213.446243286133
1,5691472.76152393,210.129150390625
1,5881353.38824722,199.837112426758
1,5921795.41364343,207.194488525391
1,5751661.75496512,208.716064453125
-1,5831897.26437449,201.982650756836
1,5831547.35053862,205.259567260742
1,5871469.39695518,201.893005371094
1,5983665.25671508,208.885437011719
1,5994868.05243362,219.925048828125
1,6348848.84156957,220.717208862305
1,6140527.84009048,242.351379394531
-1,6460309.1915378,230.860260009766
1,6459921.57298631,246.828186035156
1,6497510.61021317,237.395217895508
1,6499653.42306471,244.105285644531
1,6457608.47227863,244.349594116211
1,6468657.66787438,241.201354980469
1,6526737.02158795,241.908081054687
1,6549161.59886506,245.178573608398
1,6519588.86739554,246.175018310547
1,6575753.87735331,244.822067260742
1,6212520.41610555,247.548538208008
1,6350401.83498559,231.625457763672
1,6384913.77449662,237.544616699219
1,6265670.79583337,238.968185424805
0,6161737.362822,234.058303833008
1,6273260.41149364,229.762298583984
1,6237783.86506526,234.492370605469
1,6213857.37560217,232.898696899414
1,6084867.6092308,231.954971313477
0,6142519.80962191,226.976364135742
1,6133274.2256435,229.21614074707
1,6489130.2933798,229.003372192383
1,6531555.89630438,242.537017822266
1,6310189.79937203,244.185928344727
1,6235213.36479821,235.702850341797
1,6148180.58344699,232.877487182617
1,5969713.21697909,229.631484985352
1,6033306.30313915,222.914489746094
1,6109239.03710609,225.361434936523
1,6059070.84971906,227.96842956543
1,6187205.4379548,226.134582519531
1,6141218.41345255,231.288909912109
1,6035976.70389474,229.318954467773
1,6134553.97492927,225.288482666016
1,6096868.97681417,228.976196289062
1,6467047.57019178,227.685012817383
1,6401953.29800215,240.972595214844
1,6605000.43011575,239.159973144531
1,6507305.17096687,246.748291015625
1,6453004.73340743,242.868011474609
1,6412183.73836126,241.044784545898
1,6483663.41759722,239.45964050293
1,6416098.12506006,242.181869506836
-1,6430397.67136293,239.975616455078
1,6430011.84750265,240.143646240234
1,6403912.9130817,238.450912475586
1,6395166.1066441,233.691390991211
1,6431101.78342259,232.855682373047
1,6479378.97910584,235.458297729492
1,6436456.17288533,238.494873046875
1,6614665.91548439,236.302505493164
1,6983701.90899334,245.037261962891
1,7265117.02493998,262.388641357422
1,7370559.06957072,274.722686767578
1,7964835.2360963,279.0263671875
1,8101001.56714769,303.6923828125
1,8394594.26540025,309.657928466797
1,8273103.25687366,321.829742431641
1,8311784.76499914,316.555358886719
1,8728402.95344548,318.144989013672
1,9008582.80986091,334.633728027344
1,10025504.782759,345.798614501953
1,9651750.24481464,385.549865722656
1,10054650.3123207,371.133850097656
1,10147148.8400665,386.156463623047
1,10450267.4904183,389.710815429688
1,10278556.2861383,401.583862304688
1,9877988.86694223,395.226867675781
0,10256642.4075106,379.551574707031
1,10179181.8761769,395.305236816406
1,10302951.9459328,391.04150390625
1,9900233.9012383,395.894714355469
1,10176727.4918604,380.063812255859
1,11157159.2591562,390.838104248047
1,11385627.3360576,428.677276611328
1,11280480.925739,437.56298828125
1,11291708.4587661,433.3505859375
1,11181036.3814791,433.973754882813
1,11028581.3090924,429.669616699219
1,10581106.2579899,423.738586425781
1,10840558.6248334,406.758911132813
0,10130200.8804528,416.148773193359
1,10304680.8391327,389.031097412109
1,10188929.9421199,395.562835693359
1,10624809.9819122,391.678985595703
-1,9993907.80153925,408.071685791016
1,9993308.16707116,383.977447509766
1,9973007.77638344,386.60986328125
1,10096412.5240689,382.629577636719
1,10147008.5882781,395.687591552734
1,10577769.9453945,399.61669921875
1,10691517.591577,428.509002685547
1,11470035.3198767,434.874450683594
1,10742628.237777,477.007873535156
1,9622400.05361331,440.239990234375
1,9677485.01702553,384.671630859375
1,8503227.076824,388.038391113281
-1,8916001.9843371,335.334564208984
-1,8916001.9843371,353.450256347656
0,8916001.9843371,353.202270507813
1,8915467.02421804,337.824920654297
1,9001310.7087548,351.429321289062
1,9059991.83593264,368.118499755859
1,9209523.22361368,374.595397949219
1,8899075.13493413,387.519287109375
1,9090189.19842126,365.699584960937
1,8867564.68511489,377.154022216797
1,8886116.57772292,364.743988037109
0,9357309.21283381,365.865783691406
1,9260825.38045968,389.337493896484
1,9285507.15221807,384.041656494141
1,8972417.25860757,385.597991943359
1,8325081.4093893,371.400146484375
1,8386355.86187754,341.723815917969
1,7850287.09241055,344.589904785156
1,8506141.35510214,320.985015869141
1,8572431.7246968,349.411437988281
1,8650504.20322019,352.350891113281
1,8696852.17908962,354.959899902344
1,8642414.18146606,357.925933837891
1,8752629.31252126,354.363006591797
1,8756962.54281294,360.038513183594
1,8594713.07728979,360.309143066406
1,8426476.24782295,352.949676513672
1,8433321.6662104,346.218627929687
1,8579990.56865605,346.602233886719
1,8613385.05040698,352.73681640625
1,8294605.01915874,353.956481933594
1,8318703.14351709,340.943084716797
1,8536251.34168801,342.044647216797
1,8896432.85279714,351.112884521484
1,9027118.60677866,365.402465820312
1,9131337.44864358,370.928436279297
1,9437475.0688898,374.798736572266
1,9278426.70399003,387.142944335937
1,9236923.4361725,381.971466064453
1,9187262.1484158,379.192230224609
-1,8911922.72125893,377.868499755859
1,8911388.00589565,366.015716552734
1,8956165.19717864,368.7275390625
0,8971953.77000731,378.469635009766
1,8877765.12476419,379.719696044922
1,9146959.90093543,369.059417724609
1,9449231.90340052,391.488616943359
1,9385841.01472299,414.051330566406
1,9431995.44596991,409.767242431641
1,9317466.51285565,412.457641601563
1,9079955.57687635,406.217987060547
1,9282213.7952312,393.88818359375
1,8965910.34710837,403.997100830078
1,8925339.34585672,388.651062011719
0,8843759.0459392,386.730255126953
1,8922298.17808924,382.820037841797
1,9135326.49357503,386.59033203125
1,8844088.57745372,396.355987548828
1,8943042.06694154,383.156036376953
1,9269090.66727987,387.603210449219
0,9540812.70070071,402.142944335938
1,10454711.1394428,414.066711425781
1,10024430.2268799,454.722564697266
0,10432744.1866719,435.718811035156
1,10216338.6540528,453.574157714844
1,10341944.792132,444.166381835938
-1,10644957.8934962,449.679656982422
1,10644319.1960226,462.959533691406
1,10706693.9040419,461.005493164063
0,10589058.2100431,474.626434326172
-1,10484628.4650092,460.14990234375
1,10483999.3873013,447.558990478516
1,10576564.4919051,464.406646728516
1,10569110.9303349,480.346832275391
1,10483600.1486335,479.481018066406
1,10983505.4058773,471.631469726563
1,11571768.9621162,509.744598388672
1,11709399.7141713,549.486633300781
-1,12568078.1823636,558.059509277344
1,12567324.0976727,608.522766113281
1,12428526.995228,603.902038574219
1,12029374.3271573,570.514892578125
0,12016950.1741415,519.108093261719
1,12238498.0603437,517.597351074219
1,12732584.6541931,538.264587402344
1,13317104.8238124,575.757080078125
1,12868334.1770984,615.0703125
-1,13060472.2476279,587.261596679688
-1,13060472.2476279,598.459228515625
1,13059688.619293,616.722778320313
1,13184002.2719209,569.34765625
1,13226476.9621622,596.568664550781
1,13116716.6420944,601.797119140625
1,12630615.4492078,591.900817871094
1,12911088.7109618,554.792907714844
1,12682572.7948087,573.504028320312
0,12438861.4451763,559.67919921875
1,12840332.2409196,545.578552246094
1,13235322.3654274,568.60986328125
1,13164101.8849762,589.782470703125
1,13231143.1353598,586.021789550781
1,14193195.9797432,589.378662109375
0,14336983.5264941,636.154174804688
1,14582496.7610161,642.9169921875
1,14677436.0227966,654.624206542969
1,14228039.4675879,659.18505859375
1,13613824.1698391,638.315185546875
1,14157630.3239035,609.420532226563
1,13040859.4840681,634.824584960938
1,13652755.2333816,584.135620117188
1,13978643.6531117,611.554565429688
1,14186694.676069,626.498046875
1,15222161.3612124,635.887145996094
1,16280297.213326,683.205810546875
1,16305200.9468054,730.358703613281
1,16751494.7470554,731.472839355469
1,16444488.5287622,751.626647949219
1,16279150.4239521,737.708374023438
1,17261685.7871417,730.402648925781
1,21734110.848365,774.511840820313
1,23174835.9994216,977.058837890625
1,24505560.6124814,1041.49877929688
1,26890373.1071301,1101.00500488281
1,27303799.138965,1208.07836914063
1,27278999.8414096,1225.96789550781
1,28546085.0697366,1223.74047851563
1,28126607.5859038,1280.87109375
1,24292807.4530649,1261.62292480469
1,23252258.0133134,1088.52673339844
1,25197096.0524341,1043.74096679687
1,27151040.9896059,1130.23120117188
1,26112550.0514442,1221.87719726563
-1,27478828.0212368,1171.44311523438
1,27477179.2915555,1233.45336914063
1,27596925.2028647,1230.31323242188
1,28551441.7393292,1257.4345703125
1,28602942.8865573,1375.24841308594
1,25330429.0842493,1382.68444824219
1,27003033.63825,1118.88903808594
1,26914186.8353484,1235.26794433594
1,29673668.3257247,1231.21057128906
1,28463188.3007103,1390.63989257813
1,29073606.0709134,1323.74169921875
1,27073934.2016887,1358.33337402344
1,28637730.6715218,1251.27978515625
1,29641968.169528,1369.08679199219
1,29511502.0550014,1382.23193359375
1,28254165.8779948,1376.82360839844
1,29375791.6301865,1314.85522460938
1,32429213.7833889,1369.50512695313
1,35488379.6454572,1514.76965332031
1,34094715.4160695,1661.17016601563
1,36712555.2483084,1594.79333496094
1,35848431.2356068,1717.79748535156
1,34498758.8781277,1677.60571289063
1,37311493.8469574,1613.64221191406
1,37767034.1460455,1746.92614746094
1,37260559.1178642,1768.03979492188
1,38103164.0608741,1743.71423339844
1,39376350.9341959,1783.48913574219
1,38748961.8458209,1843.98681640625
0,38567992.6922958,1814.37231445313
1,38016921.6189669,1804.6767578125
1,38044154.8012543,1778.94555664062
1,39482352.9217121,1781.35009765625
1,41381853.7415766,1848.20629882812
1,41866777.7182979,1938.85986328125
1,40999313.6950746,1959.90295410156
1,41342371.520972,1918.67309570313
1,38062349.344393,1935.55786132813
1,33549780.8211476,1781.40905761719
1,34753927.3227313,1571.47644042969
1,31531176.9808996,1625.39392089844
1,30897400.156374,1478.6533203125
0,31195158.4729262,1446.92944335938
1,30256901.1364226,1459.86047363281
1,33432374.4707809,1417.15112304688
1,31892282.4718801,1564.0634765625
1,33670451.79086,1491.451171875
1,32945489.8716708,1574.62377929688
1,32760947.6153188,1541.54174804688
1,35355574.2434408,1532.37280273438
1,36816916.4269588,1655.39245605469
1,39200231.9631035,1724.22924804688
1,39911994.5986442,1835.14807128906
1,38440605.6273156,1868.48901367188
1,39017960.8596669,1798.03393554688
1,37862499.4282138,1826.54675292969
1,41121799.4260907,1772.16638183594
1,39623954.5219494,1923.86376953125
1,38281168.6066348,1854.08666992188
1,38607338.4985789,1792.41381835938
0,38959312.4424758,1807.05615234375
1,38092185.7378661,1823.15844726563
1,38834881.4239643,1782.56872558594
0,38728301.5109165,1817.52270507813
1,38206721.2049264,1812.60656738281
1,36137218.5071481,1788.36218261719
1,35866281.17669,1690.87182617187
1,34045554.4676613,1678.00256347656
1,34087118.3912798,1593.12329101563
1,36383040.1718413,1595.21008300781
1,36674670.8083117,1703.0361328125
1,36137687.8613672,1716.40563964844
1,38878901.6346623,1691.26318359375
1,39441732.9614582,1819.46630859375
-1,40974433.7615099,1846.09826660156
1,40971975.2954842,1919.1572265625
1,41657581.9749112,1976.93273925781
1,40829280.5261148,2142.89599609375
0,41468592.0090395,2027.67126464844
-1,41606931.2244591,2093.2607421875
1,41604434.8085856,2109.4931640625
1,41023983.0492107,2117.728515625
1,41880507.8756951,1969.13317871094
1,41717009.1565307,2088.77221679688
1,42476117.2247844,2071.11157226562
1,42768522.1691032,2136.15698242188
1,42497581.9889212,2157.36181640625
1,45020216.2966605,2139.3642578125
1,47268528.6551019,2299.34790039063
1,48706298.3118396,2436.03466796875
1,47175223.1931074,2516.60180664062
1,45614303.4849701,2429.98095703125
1,43649350.516077,2346.45239257812
1,42337465.179238,2238.03271484375
1,45404559.0211666,2161.939453125
1,46055804.4037656,2331.16015625
1,46791871.6159574,2357.87109375
1,46029663.4937644,2401.25634765625
1,43118453.1009306,2367.19921875
1,45126173.2080072,2214.41381835937
1,49336648.5303812,2319.47802734375
1,51816322.1928707,2534.03125
1,53431779.8543299,2664.685546875
1,53635045.8065536,2748.64965820312
